0.1000000000000000056 0.02543239 0.01564727 0.01386828 0.0687229 0.07825145 0.07176572 
0.2000000000000000111 0.008450761 0.005333383 0.008226197 0.04806318 0.04744642 0.03800722 
0.3000000000000000444 0.008283243 0.005395374 0.01000471 0.0438892 0.04781176 0.0308129 
0.4000000000000000222 0.007132571 0.004872591 0.01132237 0.03620096 0.04155143 0.02651591 
0.5 0.00650355 0.004558949 0.01269297 0.03198926 0.0297447 0.02530813 
0.6000000000000000888 0.00747042 0.004926602 0.01348603 0.0280287 0.02643005 0.02628507 
0.7000000000000000666 0.00686573 0.004655911 0.01475824 0.02743403 0.02375289 0.02485034 
0.8000000000000000444 0.007851413 0.005130175 0.01623046 0.0285708 0.02486254 0.02537158 
0.9000000000000000222 0.007248362 0.004981133 0.01722879 0.02784703 0.02461987 0.02461273 
1 0.007746727 0.005557782 0.01957068 0.0366582 0.02880147 0.03012753 
1.100000000000000089 0.007061917 0.005066811 0.01918177 0.02677068 0.02743216 0.02409152 
1.200000000000000178 0.007013013 0.005202493 0.01998168 0.02636491 0.02447489 0.02532194 
1.300000000000000044 0.006935533 0.005062925 0.02076506 0.02405913 0.0245924 0.02447122 
1.400000000000000133 0.006972815 0.005227368 0.02143788 0.02193689 0.02277723 0.02363614 
1.5 0.006897328 0.005291401 0.02158345 0.02340091 0.02421546 0.02576852 
1.600000000000000089 0.006511114 0.005116439 0.02229938 0.02157336 0.0222724 0.02270656 
1.700000000000000178 0.006736328 0.005106783 0.02136613 0.02308183 0.02492013 0.02226758 
1.800000000000000044 0.006633325 0.004786553 0.02305956 0.02167314 0.02187076 0.02298681 
1.900000000000000133 0.006012781 0.005136795 0.02214655 0.02155827 0.02235428 0.02214053 
2 0.006245872 0.004815106 0.02357351 0.02309567 0.02196943 0.02231603 
2.100000000000000089 0.006447953 0.004900299 0.02436266 0.02203364 0.02044788 0.01961065 
2.200000000000000178 0.006170198 0.004800485 0.02383998 0.02175418 0.01934759 0.01958603 
2.300000000000000266 0.00577864 0.004439142 0.02245799 0.0210146 0.02027003 0.02071915 
2.400000000000000355 0.006009652 0.004590798 0.02215865 0.02096186 0.01819341 0.01944047 
2.5 0.005814131 0.004432619 0.02226602 0.02238412 0.01810001 0.02014994 
2.600000000000000089 0.005810592 0.004348499 0.02145656 0.02376285 0.02044772 0.01735125 
2.700000000000000178 0.005727649 0.004523095 0.02365584 0.02353378 0.01631632 0.01666134 
2.800000000000000266 0.005874732 0.004313944 0.01930131 0.02180328 0.01822513 0.01644036 
2.900000000000000355 0.005605161 0.004412774 0.02069164 0.02219953 0.01773598 0.01656186 
3 0.005345062 0.004420209 0.02215969 0.02394592 0.01656211 0.01950812 
3.100000000000000089 0.005070806 0.004047812 0.02144175 0.02281786 0.01751709 0.01551363 
3.200000000000000178 0.005095253 0.004009495 0.02162602 0.02200752 0.01763664 0.01554364 
3.300000000000000266 0.004936296 0.003594256 0.01968385 0.0230625 0.01533685 0.01649588 
3.400000000000000355 0.005049267 0.003742142 0.01756128 0.0245638 0.01727311 0.01579142 
3.5 0.005147927 0.003953528 0.02167488 0.02421074 0.01635076 0.01344966 
3.600000000000000089 0.004855732 0.004256079 0.02133722 0.02352889 0.01580567 0.01573888 
3.700000000000000178 0.00489713 0.003853497 0.02018717 0.02438532 0.01394387 0.01537233 
3.800000000000000266 0.004697113 0.003663261 0.01688156 0.02579294 0.01552226 0.01372819 
3.900000000000000355 0.00445346 0.003566506 0.01984229 0.0245941 0.01397642 0.01408724 
4 0.004941268 0.003808218 0.02001581 0.02635796 0.01602355 0.01417433 
4.100000000000000533 0.00489236 0.003525217 0.01705113 0.02591111 0.01481312 0.01249449 
4.200000000000000178 0.004874892 0.003502422 0.01831715 0.02442506 0.01310192 0.01189918 
4.299999999999999822 0.004293966 0.003801326 0.01870599 0.02613355 0.01523312 0.01384636 
4.400000000000000355 0.005001801 0.003677463 0.01944353 0.02305257 0.0147925 0.01255394 
4.5 0.00438739 0.0033699 0.01763006 0.02616501 0.01232116 0.0130338 
4.600000000000000533 0.004429137 0.003005962 0.01549552 0.02394779 0.01310652 0.01231148 
